enrollment_id,user_id,course_id,enrollment_date,enrollment_source,date_anomaly_flag,is_retake
239,1570,138,2026-03-24,referral,none,False
240,1967,139,2025-12-31,organic,none,False
241,779,233,2026-02-01,ads,none,False
242,1919,154,2026-07-21,ads,none,False
243,481,210,2026-06-22,referral,none,False
244,114,281,2026-01-15,ads,none,False
245,1395,100,2026-06-22,referral,enrollment_before_registration,False
246,1674,106,2026-05-12,referral,none,False
247,1615,288,2026-07-09,referral,none,False
248,1198,147,2026-06-07,referral,none,False
249,1616,58,2026-06-28,organic,none,False
250,1611,75,2026-06-04,organic,none,False
251,1766,281,2026-05-12,ads,none,False
252,1468,187,2026-05-26,ads,none,False
253,1172,68,2025-05-20,ads,none,False
254,1615,109,2026-05-03,organic,none,False
255,738,28,2025-11-17,organic,none,False
256,239,275,2025-06-24,promo,none,False
257,1839,31,2026-07-22,ads,none,False
258,1716,41,2025-10-20,referral,none,False
259,928,163,2026-01-22,ads,none,False
260,1298,136,2025-11-25,referral,none,False
261,1581,272,2025-10-04,promo,none,False
262,1550,27,2024-08-28,promo,none,False
263,1909,64,2025-12-18,promo,none,False
264,840,263,2026-04-29,organic,none,False
265,6,170,2026-01-02,ads,none,False
266,1988,162,2026-06-11,referral,none,False
267,245,148,2025-11-22,ads,none,False
268,169,209,2026-01-23,promo,none,False
269,335,201,2026-03-22,organic,none,False
270,1820,173,2026-05-12,organic,none,False
271,1858,49,2026-06-27,referral,enrollment_before_registration,False
272,145,242,2024-11-21,organic,none,False
273,938,219,2024-10-29,promo,none,False
274,706,289,2025-09-26,promo,none,False
275,1477,23,2025-12-22,ads,none,False
276,1429,129,2026-05-11,promo,none,False
277,1292,183,2025-12-17,ads,none,False
278,1855,238,2024-08-20,promo,none,False
279,1880,20,2026-06-29,ads,none,False
280,212,8,2026-06-05,referral,none,False
281,1000,225,2026-02-24,promo,none,False
282,94,111,2025-12-24,organic,none,False
283,21,166,2025-08-30,organic,none,False
284,820,196,2025-07-24,promo,none,False
285,809,196,2026-07-10,organic,none,False
286,28,144,2025-10-13,referral,none,False
287,605,168,2026-06-07,ads,none,False
288,1965,87,2026-04-17,organic,none,False
289,1295,260,2026-07-19,promo,none,False
290,1506,286,2025-10-25,ads,none,False
291,1761,258,2026-06-14,promo,none,False
292,186,19,2026-04-11,ads,none,False
293,909,131,2026-04-26,organic,none,False
294,277,135,2024-06-15,organic,none,False
295,332,151,2026-06-04,ads,none,False
296,655,157,2026-02-04,referral,none,False
297,1694,285,2025-07-31,referral,none,False
298,73,186,2026-06-10,ads,none,False
299,1218,56,2026-05-09,referral,none,False
300,372,289,2025-12-12,referral,none,False
301,454,48,2026-05-27,referral,none,False
302,74,109,2025-09-29,promo,none,False
303,310,268,2026-05-28,referral,none,False
304,1140,207,2026-06-04,promo,none,False
305,1303,92,2026-01-26,promo,none,False
306,1124,298,2026-04-23,organic,none,False
307,999,197,2026-06-14,ads,none,False
308,63,113,2026-04-22,ads,none,False
309,159,108,2026-03-31,referral,none,False
310,701,219,2025-04-20,referral,none,False
311,1589,24,2025-03-16,referral,none,False
312,643,182,2025-06-13,ads,none,False
313,248,114,2026-06-27,ads,none,False
314,701,223,2026-01-22,organic,none,False
315,263,195,2026-07-01,referral,none,False
316,947,58,2025-11-23,referral,none,False
317,506,63,2026-04-30,organic,none,False
318,1505,95,2024-03-24,promo,none,False
319,1071,285,2026-01-26,promo,none,False
320,758,104,2026-07-01,promo,none,False
321,1467,225,2026-05-18,promo,none,False
322,1673,173,2026-02-17,ads,none,False
323,1014,151,2026-05-28,promo,none,False
324,794,273,2026-02-04,organic,none,False
325,1872,51,2025-11-08,referral,none,False
326,1354,1,2026-04-22,ads,none,False
327,171,122,2025-08-09,ads,none,False
328,354,167,2026-04-19,ads,none,False
329,481,12,2024-08-27,referral,none,False
330,1386,209,2025-11-15,referral,none,False
331,204,194,2025-05-01,organic,none,False
332,1181,28,2026-03-25,promo,none,False
333,930,53,2026-01-20,promo,none,False
334,1941,106,2026-07-16,ads,none,False
335,1466,175,2025-11-27,organic,none,False
336,121,137,2025-01-17,referral,none,False
337,543,179,2026-07-27,organic,none,False
338,479,133,2025-01-27,ads,none,False
339,1216,113,2025-11-28,ads,none,False
340,110,231,2026-03-07,ads,none,False
341,1291,266,2025-07-23,promo,none,False
342,657,72,2025-12-29,ads,none,False
343,1722,15,2026-05-01,ads,none,False
344,808,295,2026-02-10,organic,none,False
345,1025,70,2026-03-15,referral,none,False
346,1181,16,2026-07-02,referral,none,False
347,1610,142,2025-04-27,organic,none,False
348,321,60,2025-11-21,referral,none,False
349,1153,229,2025-09-10,promo,none,False
350,808,64,2026-02-10,ads,none,False
351,546,42,2026-06-14,ads,none,False
352,420,136,2026-07-14,ads,none,False
353,1886,59,2024-11-07,promo,none,False
354,1965,29,2026-03-25,ads,none,False
355,83,68,2025-07-03,ads,none,False
356,1139,63,2026-07-25,promo,none,False
357,941,8,2026-06-08,referral,enrollment_before_registration,False
358,294,45,2025-12-02,promo,none,False
359,23,203,2025-08-14,promo,none,False
360,1988,94,2026-02-15,referral,none,False
361,1844,141,2025-10-05,promo,none,False
362,854,18,2025-08-10,referral,none,False
363,644,26,2025-07-05,ads,none,False
364,1085,11,2024-10-20,organic,none,False
365,537,15,2026-06-11,organic,none,False
366,134,13,2025-12-14,organic,none,False
367,1634,142,2026-03-09,organic,none,False
368,1361,89,2026-05-26,organic,none,False
369,432,149,2025-02-22,promo,none,False
370,1421,44,2026-05-15,ads,none,False
371,911,79,2026-07-06,ads,none,False
372,1255,207,2026-07-02,organic,none,False
373,7,91,2026-07-29,promo,none,False
374,1180,161,2026-07-14,organic,none,False
375,1187,282,2026-07-21,organic,none,False
376,1055,198,2025-10-20,ads,none,False
377,1420,229,2025-02-01,promo,none,False
378,435,30,2026-06-17,organic,none,False
379,1905,82,2026-07-23,promo,none,False
380,1184,7,2025-04-07,referral,none,False
381,719,245,2026-07-29,referral,none,False
382,1787,85,2026-02-26,referral,none,False
383,378,97,2026-01-18,organic,none,False
384,937,5,2025-10-26,organic,none,False
385,598,260,2026-04-02,promo,none,False
386,1157,9,2025-12-29,referral,none,False
387,1874,182,2026-03-22,referral,none,False
388,1903,135,2023-10-27,organic,none,False
389,1539,71,2025-08-12,organic,none,False
390,1948,49,2026-07-19,organic,none,False
391,399,24,2026-01-12,organic,none,False
392,305,128,2025-12-05,organic,none,False
393,1821,237,2024-09-23,promo,none,False
394,934,47,2025-12-26,promo,none,False
395,1563,247,2025-06-09,ads,none,False
396,1442,249,2026-03-04,ads,none,False
397,703,42,2026-05-10,organic,none,False
398,227,251,2026-02-10,referral,none,False
399,556,96,2026-02-02,referral,none,False
400,1438,151,2026-05-06,organic,none,False
401,1663,115,2025-08-22,referral,none,False
402,921,23,2026-03-07,promo,none,False
403,387,129,2025-03-25,organic,none,False
404,466,77,2026-02-15,ads,none,False
405,492,237,2026-07-15,referral,none,False
406,1624,171,2026-04-27,promo,none,False
407,1897,72,2026-07-03,organic,none,False
408,1742,230,2026-05-08,ads,none,False
409,1297,240,2024-11-02,promo,none,False
410,666,270,2025-05-18,referral,none,False
411,1130,243,2026-02-02,organic,none,False
412,11,251,2026-06-08,ads,none,False
413,1935,100,2026-02-01,referral,none,False
414,1734,21,2025-08-19,promo,none,False
415,1871,151,2026-07-27,ads,none,False
416,684,235,2026-07-14,ads,none,False
417,961,94,2026-06-09,referral,none,False
418,805,197,2026-06-06,referral,none,False
419,1364,34,2026-02-20,referral,none,False
420,635,276,2026-01-06,ads,none,False
421,150,228,2024-01-24,ads,none,False
422,1711,113,2025-01-02,promo,none,False
423,335,223,2026-05-22,referral,none,False
424,1704,12,2026-07-29,referral,none,False
425,522,129,2026-04-10,promo,none,False
426,726,104,2026-03-13,promo,none,False
427,1206,288,2026-01-08,ads,none,False
428,1004,226,2026-06-18,promo,none,False
429,1009,279,2026-06-03,promo,none,False
430,1325,79,2026-06-15,organic,none,False
431,870,270,2025-11-04,organic,none,False
432,755,121,2026-04-03,organic,none,False
433,245,58,2025-12-23,organic,none,False
434,1928,4,2026-05-17,promo,none,False
435,46,44,2025-12-08,organic,none,False
436,1825,202,2026-07-21,ads,none,False
437,350,39,2025-05-23,promo,none,False
438,998,96,2025-08-09,promo,none,False
439,258,287,2025-08-16,organic,none,False
440,1866,241,2026-06-24,referral,none,False
441,1857,22,2026-01-30,referral,none,False
442,406,176,2025-01-02,referral,none,False
443,1096,179,2026-07-08,promo,none,False
444,244,220,2024-06-17,ads,none,False
445,203,77,2025-12-24,ads,none,False
446,58,250,2025-03-09,ads,none,False
447,1165,248,2025-07-17,organic,none,False
448,1912,48,2026-06-26,referral,none,False
449,624,243,2025-07-26,promo,none,False
450,230,208,2026-04-11,ads,none,False
451,1856,110,2026-03-03,organic,none,False
452,687,288,2026-07-16,referral,none,False
453,1538,229,2024-10-17,promo,none,False
454,486,76,2026-05-26,ads,enrollment_before_registration,False
455,59,52,2025-07-11,promo,none,False
456,1484,253,2025-03-15,referral,none,False
457,993,76,2026-01-05,organic,none,False
458,25,20,2025-03-14,organic,none,False
459,657,225,2025-10-15,organic,none,False
460,1604,288,2026-06-23,referral,none,False
461,1059,218,2024-08-03,ads,none,False
462,581,177,2025-08-23,promo,none,False
463,910,19,2026-03-10,ads,none,False
464,1849,167,2026-03-16,ads,none,False
465,1227,42,2026-06-25,ads,enrollment_before_registration,False
466,1381,159,2026-06-16,referral,none,False
467,398,24,2026-03-04,ads,none,False
468,1993,225,2026-05-21,promo,none,False
469,672,247,2025-07-30,referral,none,False
470,280,235,2026-06-18,ads,none,False
471,214,58,2025-05-06,referral,none,False
472,1457,186,2026-06-01,promo,none,False
473,720,290,2025-11-27,organic,none,False
474,61,157,2025-03-11,promo,none,False
475,1856,124,2025-05-28,referral,none,False
476,1935,52,2025-04-24,ads,none,False
477,1508,181,2025-05-25,organic,none,False
478,1317,180,2026-02-25,ads,none,False
479,221,90,2026-05-01,referral,none,False
480,1740,152,2025-08-03,promo,none,False
481,1242,217,2025-12-24,organic,none,False
482,149,147,2024-07-07,promo,none,False
483,524,210,2025-08-03,promo,none,False
484,276,157,2026-04-22,ads,enrollment_before_registration,False
485,35,171,2026-07-05,referral,none,False
486,1199,129,2025-07-01,promo,none,False
487,1009,69,2026-04-12,promo,none,False
488,255,84,2026-06-11,ads,none,False
489,827,89,2026-03-04,organic,none,False
490,416,249,2026-07-01,organic,none,False
491,700,244,2026-02-14,referral,none,False
492,120,67,2026-06-22,referral,none,False
493,1170,292,2025-07-01,referral,none,False
494,365,48,2026-06-04,referral,none,False
495,1250,39,2026-05-03,organic,none,False
496,1836,233,2025-07-07,organic,none,False
497,84,170,2026-06-01,ads,none,False
498,1621,211,2025-08-01,promo,none,False
499,648,81,2025-10-01,promo,none,False
500,603,249,2026-06-15,promo,none,False
501,1785,135,2025-03-21,referral,none,False
502,669,165,2025-09-06,referral,none,False
503,847,15,2026-01-28,ads,none,False
504,1694,161,2026-04-02,promo,none,False
505,166,242,2025-01-24,ads,none,False
506,1336,135,2026-06-07,organic,none,False
507,1561,51,2026-01-27,ads,none,False
508,1670,164,2026-01-02,referral,none,False
509,977,181,2025-04-10,ads,none,False
510,983,233,2025-11-01,organic,none,False
511,355,263,2026-06-24,referral,none,False
512,1064,57,2026-06-17,referral,none,False
513,1588,54,2026-06-04,organic,none,False
514,345,109,2025-12-24,ads,none,False
515,1021,261,2026-01-22,organic,none,False
516,836,75,2026-06-15,ads,none,False
517,1215,141,2026-01-12,ads,none,False
518,1206,33,2026-05-14,ads,none,False
519,1420,286,2026-04-02,promo,none,False
520,804,226,2026-06-25,referral,none,False
521,329,16,2026-06-05,promo,none,False
522,1843,230,2025-10-03,ads,none,False
523,293,77,2025-07-01,referral,none,False
524,142,215,2026-05-07,referral,none,False
525,484,235,2026-06-02,organic,none,False
526,1675,211,2026-05-14,promo,none,False
527,1956,19,2026-04-08,referral,none,False
528,1835,76,2025-11-05,ads,none,False
529,114,131,2026-05-14,referral,none,False
530,936,85,2024-03-17,organic,none,False
531,500,51,2026-06-06,promo,none,False
532,1897,162,2026-07-14,organic,none,False
533,746,278,2024-09-17,promo,none,False
534,1403,185,2025-11-29,ads,none,False
535,731,157,2026-02-06,promo,enrollment_before_registration,False
536,9,245,2026-06-15,ads,none,False
537,1304,29,2026-07-09,organic,none,False
538,153,185,2026-07-06,ads,none,False
539,1603,145,2026-05-08,organic,none,False
540,267,237,2026-05-31,organic,none,False
541,1900,172,2026-07-04,referral,none,False
542,1729,174,2026-04-11,ads,enrollment_before_registration,False
543,453,147,2026-04-16,organic,none,False
544,1205,78,2026-04-19,referral,none,False
545,122,226,2025-11-27,organic,none,False
546,1031,211,2025-09-20,ads,none,False
547,184,102,2025-09-15,promo,none,False
548,1379,219,2026-01-27,referral,none,False
549,1132,116,2026-06-11,organic,none,False
550,1956,30,2026-02-27,promo,none,False
551,1573,294,2026-03-20,ads,enrollment_before_registration,False
552,1854,122,2026-07-09,referral,none,False
553,1407,178,2026-06-22,promo,none,False
554,1964,137,2026-07-21,promo,none,False
555,128,22,2025-09-25,organic,none,False
556,1369,252,2026-04-21,ads,none,False
557,1909,208,2026-02-15,organic,none,False
558,854,90,2026-05-02,referral,none,False
559,913,298,2026-06-28,promo,none,False
560,1814,160,2026-07-30,ads,none,False
561,1197,75,2025-04-22,organic,none,False
562,1121,176,2025-05-17,organic,none,False
563,737,14,2026-02-09,promo,none,False
564,669,112,2025-08-21,referral,none,False
565,1287,21,2026-06-16,promo,none,False
566,583,101,2026-07-27,referral,none,False
567,1255,159,2026-03-18,referral,none,False
568,72,228,2026-07-02,ads,none,False
569,1167,229,2026-03-17,promo,none,False
570,1094,293,2026-01-22,ads,none,False
571,1064,136,2026-07-19,promo,none,False
572,43,173,2025-09-28,promo,none,False
573,1377,242,2026-01-11,referral,none,False
574,904,5,2024-09-17,organic,none,False
575,1511,146,2026-07-15,referral,none,False
576,1810,65,2025-05-16,referral,none,False
577,1959,296,2026-07-26,organic,none,False
578,291,170,2026-02-13,organic,none,False
579,1984,260,2024-11-23,promo,none,False
580,1970,279,2025-04-10,organic,none,False
581,899,278,2026-07-07,organic,none,False
582,1197,143,2025-08-05,promo,none,False
583,1577,262,2026-03-02,organic,none,False
584,802,204,2026-07-22,referral,none,False
585,866,194,2025-07-09,promo,none,False
586,879,51,2026-01-09,organic,none,False
587,813,216,2024-10-15,ads,none,False
588,1613,23,2026-06-02,referral,none,False
589,1244,283,2025-09-10,organic,none,False
590,454,38,2026-05-23,ads,none,False
591,1389,64,2025-09-04,organic,none,False
592,865,3,2025-12-28,ads,none,False
593,1618,267,2026-07-08,referral,none,False
594,32,79,2026-01-21,organic,none,False
595,1867,32,2024-06-25,referral,none,False
596,447,146,2026-06-25,organic,none,False
597,114,114,2026-07-06,referral,none,False
598,820,149,2025-12-07,promo,none,False
599,1246,154,2025-07-01,ads,none,False
600,852,136,2025-07-27,promo,none,False
601,1761,238,2026-03-05,referral,none,False
602,454,57,2026-02-04,organic,none,False
603,918,185,2025-01-13,organic,none,False
604,1690,6,2025-11-11,organic,none,False
605,407,128,2026-05-07,promo,none,False
606,1402,245,2026-06-28,promo,none,False
607,531,113,2026-06-07,referral,none,False
608,1178,216,2025-12-26,promo,none,False
609,1874,72,2026-04-06,promo,none,False
610,1616,177,2026-07-15,ads,none,False
611,1142,207,2024-08-05,referral,none,False
612,550,146,2026-07-05,organic,none,False
613,1,257,2026-05-27,referral,none,False
614,781,200,2026-03-14,ads,none,False
615,896,48,2026-05-28,ads,none,False
616,749,99,2026-01-16,organic,none,False
617,1381,221,2026-05-28,ads,none,False
618,989,201,2025-07-06,promo,none,False
619,505,166,2024-08-18,promo,none,False
620,1083,148,2026-06-21,promo,none,False
621,1385,130,2026-02-10,ads,none,False
622,1587,21,2026-06-23,organic,none,False
623,514,94,2025-11-19,promo,none,False
624,5,106,2026-03-20,ads,none,False
625,675,16,2025-12-30,ads,none,False
626,49,179,2026-06-09,ads,none,False
627,1440,283,2025-10-23,referral,none,False
628,1536,263,2026-05-17,referral,none,False
629,1238,22,2026-07-27,promo,none,False
630,239,145,2026-04-30,organic,none,False
631,496,59,2026-01-27,organic,none,False
632,13,96,2026-04-21,ads,none,False
633,1126,298,2026-03-27,promo,none,False
634,662,38,2026-06-11,organic,none,False
635,1562,42,2026-06-05,referral,none,False
636,86,299,2026-07-07,organic,none,False
637,790,136,2025-07-16,referral,none,False
638,801,44,2025-12-22,referral,none,False
639,1102,21,2026-07-05,ads,none,False
640,1339,77,2026-02-24,organic,none,False
641,209,90,2026-04-14,referral,enrollment_before_registration;enrollment_before_publish,False
642,1067,116,2026-05-28,ads,none,False
643,137,26,2026-07-12,organic,none,False
644,1680,2,2025-12-04,promo,none,False
645,1483,41,2026-04-10,organic,none,False
646,1350,298,2026-04-08,organic,none,False
647,1679,49,2026-02-10,promo,none,False
648,653,250,2025-12-09,ads,none,False
649,1491,273,2026-01-08,ads,none,False
650,1868,219,2026-05-14,referral,none,False
651,413,155,2025-12-13,organic,none,False
652,838,192,2026-05-12,organic,none,False
653,623,251,2026-05-09,referral,none,False
654,1377,159,2026-03-04,promo,none,False
655,658,300,2026-02-13,referral,none,False
656,1788,54,2024-10-22,ads,none,False
657,1398,86,2026-05-16,referral,none,False
658,383,187,2026-04-23,organic,none,False
659,195,275,2025-09-30,organic,none,False
660,496,275,2026-01-21,organic,none,False
661,289,23,2026-07-12,referral,none,False
662,1702,126,2025-10-29,promo,none,False
663,1243,104,2025-10-02,referral,none,False
664,1392,133,2025-10-30,ads,none,False
665,27,235,2026-06-07,promo,none,False
666,60,217,2026-01-12,referral,none,False
667,1174,179,2024-11-05,referral,none,False
668,1373,180,2026-06-14,ads,none,False
669,1236,252,2026-05-16,organic,none,False
670,1612,292,2025-12-18,referral,none,False
